Property_type,Description,Location,Price,Features
Apartamento en venta,Vendo Apartamento Con Local En El Barrio Cabecera,"Cabecera, Bucaramanga, Santander",1250000000 pesos,"['160 m² cubiertos', '5 habs.']"
Casa en venta,"Casa En Venta En Piedcuesta , Santander 22-1097 C.o","Los Cacaos, Piedecuesta, Santander",3325000000 pesos,"['350 m² cubiertos', '4 habs.']"
Consultorio en venta,Venta Local O Consultorio En Complejo Médico En Piedecuesta Santander,"Floridablanca, Santander",909678517 pesos,['68 m² cubiertos']
Lote y casalote en venta,"Lote Con Mas De 35 Metros De Frente, Indice De Construcción Maximo.","Floridablanca, Santander",2300000000 pesos,"['1,425 m² totales']"
Apartamento en venta,"Se Vende Apartamento En Giron, Santander.","Girón, Santander",191345000 pesos,"['84 m² cubiertos', '4 habs.']"
Apartamento en venta,Vendo Apartamento Nuevo Sector San Francisco,"Barrio Alvarez, Bucaramanga, Santander",250000000 pesos,"['75 m² cubiertos', '3 habs.']"
Apartamento en venta,En Venta Apartamento Dos Habitaciones Aurora Bucaramanga Remodelado,"La Aurora, Bucaramanga, Santander",230000000 pesos,"['75 m² cubiertos', '2 habs.']"
Apartamento en venta,Vendo Apartamento En El Conjunto Palmar Del Viento Barrio Palomitas,"Palomitas, Floridablanca, Santander",215000000 pesos,"['55 m² cubiertos', '3 habs.']"
Apartamento en venta,Apartamento En Venta En Barrancabermeja Ciudad Bolivar,"Barrancabermeja, Santander",190000000 pesos,"['98 m² cubiertos', '3 habs.']"
Apartamento en venta,Venta  Apartamento Provenzabucaramanga,"Bucaramanga, Santander",215000000 pesos,"['67 m² cubiertos', '3 habs.']"
Apartamento en venta,"En Venta Apartamento Aranjuez, Floridablanca","Calle 200, Floridablanca, Santander",235000000 pesos,"['75 m² cubiertos', '3 habs.']"
Apartamento en venta,"Ubicación, Claro, Ventilado.","Mejoras Públicas, Bucaramanga, Santander",345000000 pesos,"['99 m² cubiertos', '3 habs.']"
Lote y casalote en venta,Vendo Lote Sta.catalina Barichara Vda Lubigara,"Zona Periferica De Barichara  Entre 0 - 1 Km, Barichara, Santander",200000000 pesos,"['3,535 m² totales']"
Apartamento en venta,"Se Vende Apartamento En Bucaramanga, Santander.","Cabecera Del Llano, Bucaramanga, Santander",677820000 pesos,"['122 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo Hermoso Apartamento Sector Campohermoso,"Campohermoso, Bucaramanga, Santander",193000000 pesos,"['67 m² cubiertos', '3 habs.']"
Apartamento en venta,Apartamento En Venta En Barrancabermeja Uribe Uribe,"Barrancabermeja, Santander",205000000 pesos,"['79 m² cubiertos', '2 habs.']"
Apartamento en venta,"En Venta Conjunto Residencial Monticelo, Cañaveral","Cañaveral, Floridablanca, Santander",310000000 pesos,"['95 m² cubiertos', '3 habs.']"
Casa en venta,Venta Casa Duplex Conjunto Cerrado En Piedecuesta Santander,"Menzuly, Piedecuesta, Santander",1500000000 pesos,"['340 m² cubiertos', '4 habs.']"
Oficina en venta,Comercial En Venta En Bucaramanga 22-1496 C.o,"Bucaramanga, Santander",1160000000 pesos,['365 m² cubiertos']
Apartamento en venta,"Se Vende Apartamento En Bucaramanga, Santander.","Cabecera Del Llano, Bucaramanga, Santander",609245760 pesos,"['106 m² cubiertos', '3 habs.']"
Casa en venta,En Venta Casa Vehicular Floridablanca Para Negocio,"Casco Urbano Floridablanca, Floridablanca, Santander",580000000 pesos,"['110 m² cubiertos', '4 habs.']"
Apartamento en venta,Vendo Apartamento En El Edificio Alhambra En Barrancabermeja,"Barrancabermeja, Santander",175000000 pesos,"['115 m² cubiertos', '4 habs.']"
Finca en venta,Espectacular Finca A Borde De Vía,"Vía Socorro - San Gil, Socorro, Santander",1980000000 pesos,"['600 m² cubiertos', '9 habs.']"
Apartamento en venta,Vendo  Apartamento San Francisco-bucaramanga,"Bucaramanga, Santander",210000000 pesos,"['70 m² cubiertos', '3 habs.']"
Apartamento en venta,"Se Vende Apartamento En Bucaramanga, Santander.","Cabecera Del Llano, Bucaramanga, Santander",596520000 pesos,"['107 m² cubiertos', '3 habs.']"
Casa en venta,Casa En Venta En Bucaramanga Sotomayor,"Sotomayor, Bucaramanga, Santander",2200000000 pesos,"['484 m² cubiertos', '4 habs.']"
Apartamento en venta,Vendo Excelente  apartamento Para Estrenar,"Bucaramanga, Santander",235000000 pesos,"['65 m² cubiertos', '3 habs.']"
Apartamento en venta,Antonia Santos,"Antonia Santos, Bucaramanga, Santander",145000000 pesos,"['53 m² cubiertos', '1 hab.']"
Apartamento en venta,Apartamento En Venta En Bucaramanga San Francisco,"La Aurora, Bucaramanga, Santander",260000000 pesos,"['78 m² cubiertos', '3 habs.']"
Apartamento en venta,"Se Vende Apartamento En Bucaramanga, Santander.","Cabecera Del Llano, Bucaramanga, Santander",618392400 pesos,"['106 m² cubiertos', '3 habs.']"
Apartamento en venta,"Se Vende Apartamento En Bucaramanga, Santander.","Cabecera Del Llano, Bucaramanga, Santander",664263600 pesos,"['122 m² cubiertos', '3 habs.']"
Oficina en venta,Oficina En Venta En Bucaramanga Bolarqui,"Sotomayor, Bucaramanga, Santander",1440000000 pesos,['240 m² cubiertos']
Oficina en venta,"Oficina 504 -53,27 Mtrs2 Cañaveral Floridablanca","30 24, Floridablanca, Santander",250000000 pesos,['53 m² cubiertos']
Apartamento en venta,Apartamento En Venta En Barrancabermeja Villa Rosa,"Barrancabermeja, Santander",120000000 pesos,"['68 m² cubiertos', '2 habs.']"
Casa en venta,Casa Barichara Zona Centro,"El Comercio, Barichara, Santander",800000000 pesos,"['350 m² cubiertos', '4 habs.']"
Apartamento en venta,Vendo  Apartamento Giron,"Girón, Santander",162000000 pesos,"['59 m² cubiertos', '3 habs.']"
Apartamento en venta,"Se Vende Apartamento En Bucaramanga, B Sotomayor.","Sotomayor, Bucaramanga, Santander",250000000 pesos,"['86 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo  Apartamento Provenza-bucaramanga,"Bucaramanga, Santander",230000000 pesos,"['72 m² cubiertos', '3 habs.']"
Apartamento en venta,"Se Vende Apartamento En Bucaramanga, Santander.","Cabecera Del Llano, Bucaramanga, Santander",556752000 pesos,"['106 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo Apartamento Como Nuevo  Sector Provenza,"Provenza, Bucaramanga, Santander",190000000 pesos,"['65 m² cubiertos', '2 habs.']"
Apartamento en venta,Vendo  apartamento Piedecuesta,"Piedecuesta, Santander",230000000 pesos,"['77 m² cubiertos', '3 habs.']"
Apartamento en venta,Urbanizacion Bellavista Sector A,"Bellavista, Floridablanca, Santander",52000000 pesos,"['20 m² cubiertos', '1 hab.']"
Apartamento en venta,En Venta Amplia Apartaestudio Campo Hermoso Bucaramanga,"Campo Hermoso, Bucaramanga, Santander",100000000 pesos,"['60 m² cubiertos', '1 hab.']"
Apartamento en venta,En Venta Apartamento Dúplex Da Vinci Provenza 2 Habitaciones,"Provenza, Bucaramanga, Santander",220000000 pesos,"['78 m² cubiertos', '2 habs.']"
Casa en venta,Vendo Casa En Terrazas - Bucaramanga,"Bucaramanga, Santander",320000000 pesos,"['100 m² cubiertos', '4 habs.']"
Apartamento en venta,Vendo Apartamento En El Edificio Agustin Codazzi Barrio Centro,"Centro, Bucaramanga, Santander",270000000 pesos,"['122 m² cubiertos', '3 habs.']"
Apartamento en venta,"Se Vende Apartamento En Bucaramanga, Santander.","Cabecera Del Llano, Bucaramanga, Santander",597234880 pesos,"['106 m² cubiertos', '3 habs.']"
Casa en venta,Casa En Venta En Floridablanca La Castellana,"Floridablanca, Santander",320000000 pesos,"['150 m² cubiertos', '4 habs.']"
Apartamento en venta,Apartamento En Venta En Bucaramanga Fontana,"Fontana, Bucaramanga, Santander",177000000 pesos,"['56 m² cubiertos', '2 habs.']"
Apartamento en venta,Se Venden Aptos Para Estrenar En Bucaramanga.,"Nuevo Sotomayor, Bucaramanga, Santander",390729000 pesos,"['91 m² cubiertos', '3 habs.']"
Apartamento en venta,Apartamento En  Venta,"El Prado, Bucaramanga, Santander",850000000 pesos,"['286 m² cubiertos', '4 habs.']"
Apartamento en venta,Vendo Apartamento Giron,"Puerto Madero, Girón, Santander",135000000 pesos,"['57 m² cubiertos', '3 habs.']"
Apartamento en venta,Apartamento En Venta En Barrancabermeja Pueblo Nuevo,"Barrancabermeja, Santander",220000000 pesos,"['64 m² cubiertos', '2 habs.']"
Apartamento en venta,En Venta Apartamento Conjunto Alto Belo Campo Hermoso,"Centro, Bucaramanga, Santander",220000000 pesos,"['72 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo Apartamento En El Edificio Ana Paula Ii Barrio Provenza,"Provenza, Bucaramanga, Santander",210000000 pesos,"['75 m² cubiertos', '3 habs.']"
Apartamento en venta,"Bodega En Venta En Giron, Santader 22-1484 C.o","Balcones Del Portal, Girón, Santander",2000000000 pesos,"['1,422 m² cubiertos', '2 habs.']"
Apartamento en venta,Apartamento En Venta En Barrancabermeja Villa Rosa,"Barrancabermeja, Santander",155000000 pesos,"['68 m² cubiertos', '2 habs.']"
Casa en venta,Vendo   casa El Prado,"Bucaramanga, Santander",750000000 pesos,"['208 m² cubiertos', '5 habs.']"
Casa en venta,Vendo Excelente casa  Altos De Pan De Azucar- Bucaramanga,"Bucaramanga, Santander",680000000 pesos,"['220 m² cubiertos', '4 habs.']"
Apartamento en venta,Apartamento En Venta En Bucaramanga Cabecera Del Llano,"Cabecera Del Llano, Bucaramanga, Santander",347000000 pesos,"['126 m² cubiertos', '3 habs.']"
Apartamento en venta,Apartamento En Bucaramanga Santander Se Vende,"Bucaramanga, Santander",320000000 pesos,"['96 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo Apartamento En Scala 10 Barrio Comuneros,"Comuneros, Bucaramanga, Santander",160000000 pesos,"['57 m² cubiertos', '2 habs.']"
Bodega en venta,"Bodega, Desocupada, Libre De Deuda","Alfonso Lopez, Bucaramanga, Santander",549000000 pesos,['198 m² cubiertos']
Lote y casalote en venta,Lote En Venta En Barichara Barichara,"Barichara, Santander",180000000 pesos,['240 m² cubiertos']
Apartamento en venta,"En Venta Apartamento  Candiles, Bucaramanga Económico","San Miguel, Santander",175000000 pesos,"['60 m² cubiertos', '3 habs.']"
Apartamento en venta,Apartamento Amoblado En Venta En Barrancabermeja 22-1482 C.o,"Torres De San Francisco, Barrancabermeja, Santander",220000000 pesos,"['76 m² cubiertos', '3 habs.']"
Apartamento en venta,Apartamento En  Venta,"San Miguel, Bucaramanga, Santander",375000000 pesos,"['96 m² cubiertos', '3 habs.']"
Casa en venta,Casa En Venta En Lagos Del Cacique Bucaramanga,"Cacique, Bucaramanga, Santander",950000000 pesos,"['195 m² cubiertos', '3 habs.']"
Apartamento en venta,En Venta Apartamento Bicentenario Floridablanca,"Niza Floridablanca, Floridablanca, Santander",210000000 pesos,"['68 m² cubiertos', '3 habs.']"
Lote y casalote en venta,Lote En Venta En Girón Acapulco,"Girón, Santander",189000000 pesos,"['1,700 m² totales']"
Apartamento en venta,Apartamento En Venta En Bucaramanga Alarcon,"Alarcón, Bucaramanga, Santander",179000000 pesos,"['68 m² cubiertos', '2 habs.']"
Apartamento en venta,Apartamento En Venta En Barrancabermeja Parnaso,"Barrancabermeja, Santander",320000000 pesos,"['83 m² cubiertos', '3 habs.']"
Apartamento en venta,Apartaestudio En Venta En Floridablanca Abadias,"Floridablanca, Santander",183000000 pesos,"['50 m² cubiertos', '1 hab.']"
Local en venta,"En Venta Local Comercial Plaza Mayor, Real De Minas Bucaramanga","Real De Minas, Bucaramanga, Santander",165000000 pesos,['43 m² cubiertos']
Casa en venta,En Venta Casa Con Local Barrio Alarcón Bucaramanga,"Alarcón, Bucaramanga, Santander",560000000 pesos,"['196 m² cubiertos', '5 habs.']"
Apartamento en venta,Vendo Espectacular Apartamento Mejoras Públicas- Bucaramanga,"Bucaramanga, Santander",330000000 pesos,"['80 m² cubiertos', '3 habs.']"
Oficina en venta,Oficina En Venta En Bucaramanga Centro,"Centro, Bucaramanga, Santander",130000000 pesos,['36 m² cubiertos']
Casa en venta,"En Venta Casa Remodelada, San Miguel Bucaramanga","San Miguel, Santander",420000000 pesos,"['160 m² cubiertos', '4 habs.']"
Apartamento en venta,Vendo Excelente apartamento Provenza- Bucaramanga,"Bucaramanga, Santander",250000000 pesos,"['82 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo  Apartamento En Alarcon-bucaramanga,"Bucaramanga, Santander",220000000 pesos,"['97 m² cubiertos', '4 habs.']"
Apartamento en venta,Vendo  Apartamento Piedecuesta,"Bucaramanga, Santander",170000000 pesos,"['69 m² cubiertos', '3 habs.']"
Apartamento en venta,Apartamento En Venta En Bucaramanga Antonia Santos Centro,"Antonia Santos, Bucaramanga, Santander",155000000 pesos,"['40 m² cubiertos', '2 habs.']"
Apartamento en venta,Vendo Excelente  apartamento La Floresta- Bucaramanga,"Bucaramanga, Santander",360000000 pesos,"['92 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo Apartamento En El Edificio Sierra Loma Barrio La Victoria,"La Victoria, Bucaramanga, Santander",230000000 pesos,"['70 m² cubiertos', '3 habs.']"
Apartamento en venta,Apartamento En Venta En Barrancabermeja La Floresta,"Barrancabermeja, Santander",210000000 pesos,"['70 m² cubiertos', '3 habs.']"
Casa en venta,Casa En Venta En Bucaramanga Granada,"García Rovira, Bucaramanga, Santander",480000000 pesos,['290 m² cubiertos']
Apartamento en venta,En Venta Apartaestudio 27 Loft San Alonso Bucaramanga Económica,"San Alonso, Bucaramanga, Santander",120000000 pesos,"['24 m² cubiertos', '1 hab.']"
Apartamento en venta,Vendo   Excelente Apartamento Park 200 -- Floridablanca,"Floridablanca, Santander",320000000 pesos,"['93 m² cubiertos', '3 habs.']"
Apartamento en venta,En Venta Apartamento Conjunto Puerta Del Sol Bga,"Puerta Del Sol, Bucaramanga, Santander",230000000 pesos,"['119 m² cubiertos', '4 habs.']"
Apartamento en venta,"Vendo Apto En El Barrio Cabecera, Bucaramanga, 97 M2 + Balcón","Bucaramanga, Santander",350000000 pesos,"['96 m² cubiertos', '4 habs.']"
Apartamento en venta,Apartamento En Venta En Barrancabermeja El Castillo,"Barrancabermeja, Santander",85000000 pesos,"['52 m² cubiertos', '2 habs.']"
Apartamento en venta,Venta Apartaestudio Cañaveral Caminos Providenza,"Cañaveral, Floridablanca, Santander",195000000 pesos,"['40 m² cubiertos', '1 hab.']"
Casa en venta,Vendo Hermosa Casa En San Francisco,"San Francisco, Bucaramanga, Santander",450000000 pesos,"['240 m² cubiertos', '8 habs.']"
Apartamento en venta,"En Venta Económico Apartamento La Rosita, Bucaramanga","Campo Hermoso, Bucaramanga, Santander",175000000 pesos,"['65 m² cubiertos', '3 habs.']"
Apartamento en venta,Venta Apartamento Antonia Santos Reformado,"Antonia Santos, Bucaramanga, Santander",225000000 pesos,"['85 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo Apartaestudio,"Bucaramanga, Santander",180000000 pesos,"['57 m² cubiertos', '1 hab.']"
Apartamento en venta,Unidad Bifamiliar Contreras,"Pablo Sexto, Bucaramanga, Santander",144000000 pesos,"['85 m² cubiertos', '2 habs.']"
Oficina en venta,Vendo Oficina En Cabecera Sector San Pio,"Cabecera Del Llano, Bucaramanga, Santander",1692000000 pesos,['257 m² cubiertos']
Apartamento en venta,Se Vende Apto En Barrio Antonia Santos,"Bucaramanga, Santander",220000000 pesos,"['80 m² cubiertos', '3 habs.']"
Lote y casalote en venta,Lote Barichara Vereda El Pino,"Vereda El Pino, Barichara, Santander",95000000 pesos,"['3,000 m² totales']"
Casa en venta,Venta Casa Los Pinos Bucaramanga,"Los Pinos, Bucaramanga, Santander",750000000 pesos,['178 m² cubiertos']
Apartamento en venta,Oportunidad Lindo Penthouse En El Prado,"Cra 36 35 - 32, El Prado, Bucaramanga, Santander",265000000 pesos,"['116 m² cubiertos', '3 habs.']"
Oficina en venta,Oficina En Venta En Floridablanca Anillo Vial,"Floridablanca, Santander",319000000 pesos,['49 m² cubiertos']
Lote y casalote en venta,Vendo Excelente Lote Para Su Mejor Inversión!,"Ruitoque, Bucaramanga, Santander",590000000 pesos,['60 m² totales']
Apartamento en venta,Vendo  apartamento En Alarcon-bucaramanga,"Bucaramanga, Santander",220000000 pesos,"['97 m² cubiertos', '4 habs.']"
Apartamento en venta,Venta Apartamento Antonia Santos Bucaramanga,"Antonia Santos, Bucaramanga, Santander",230000000 pesos,"['65 m² cubiertos', '2 habs.']"
Apartamento en venta,Vendo Apartamento En El Edificio Terracota Barrio La Concordia,"La Concordia, Bucaramanga, Santander",165000000 pesos,"['54 m² cubiertos', '2 habs.']"
Apartamento en venta,Venta Apartamento Antonia Santos Terzzeto 27,"Antonia Santos, Bucaramanga, Santander",250000000 pesos,"['77 m² cubiertos', '3 habs.']"
Lote y casalote en venta,"Mesa De Los Santos,espectacular Lote Frente Al Lago Acuarela","Acuarela Acuarela, Los Santos, Santander",300000000 pesos,"['2,530 m² totales']"
Casa en venta,Casa En Venta En Bucaramanga El Prado,"El Prado, Bucaramanga, Santander",2400000000 pesos,"['450 m² cubiertos', '20 habs.']"
Casa en venta,Vendo Casa En El Conjunto Bosque Alto En Ruitoque Condominio,"Florida, Floridablanca, Santander",1750000000 pesos,"['360 m² cubiertos', '5 habs.']"
Apartamento en venta,Apartamento En Venta En Barrancabermeja Las Granjas,"Barrancabermeja, Santander",85000000 pesos,"['39 m² cubiertos', '2 habs.']"
Casa en venta,En Venta Casa Quintas Del Palmar Cañaveral,"Cañaveral, Floridablanca, Santander",325000000 pesos,"['85 m² cubiertos', '3 habs.']"
Oficina en venta,Oficina En Venta En Bucaramanga Centro,"Centro, Bucaramanga, Santander",185000000 pesos,['65 m² cubiertos']
Casa en venta,Casa En Barichara Santander,"Barichara, Santander",800000000 pesos,"['256 m² cubiertos', '7 habs.']"
Apartamento en venta,Vendo Excelente  apartamento Condominio Provenza Club- Bucaramanga,"Bucaramanga, Santander",290000000 pesos,"['83 m² cubiertos', '3 habs.']"
Apartamento en venta,Vendo  Apartamento Rosales-floridablanca,"Floridablanca, Santander",165000000 pesos,"['62 m² cubiertos', '3 habs.']"
Edificio en venta,Edificio En Venta En Bucaramanga Antonia Santos,"Antonia Santos, Bucaramanga, Santander",550000000 pesos,['200 m² cubiertos']
Apartamento en venta,Apartamento En Venta En Barrancabermeja El Parnaso,"Barrancabermeja, Santander",220000000 pesos,"['214 m² cubiertos', '5 habs.']"
Lote y casalote en venta,Lote En Venta En San Gil San Gil,"San Gil, Santander",175000000 pesos,"['1,522 m² cubiertos']"
Apartamento en venta,Vendo  Apartamento Altos De Cabecera-bucaramanga,"Bucaramanga, Santander",380000000 pesos,"['100 m² cubiertos', '3 habs.']"
